Этап;Пункт ТУ;Параметр;Адрес УЛК;Код ИСД;Raw;Код ЯЛК;Сигнал;В7, В;ЯЛК, В;Абсолютная погрешность, В;Приведённая погрешность, %;Относительная погрешность, %;Нижний допуск;Верхний допуск;Итог;Сообщение
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 45, 3.100000 В";"45";"";"1533.437500";"509.437500";"1";"2.991523";"2.986858";"0.004665";"0.075239";"0.155934";2.96052256;3.02252256;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 45, 6.200000 В";"45";"";"1926.062500";"902.062500";"1";"6.054339";"6.037328";"0.017012";"0.274379";"0.280980";6.0233392;6.0853392;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 45: контактный сигнал при 6.200000 В";"45";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 46, 0.000000 В";"46";"";"119.812500";"119.812500";"0";"-0.038811";"-0.040304";"0.001493";"0.024085";"3.847642";-0.069810592;-0.007810592;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 46: контактный сигнал при 0.000000 В";"46";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 46, 3.100000 В";"46";"";"1532.437500";"508.437500";"1";"2.982342";"2.979088";"0.003254";"0.052480";"0.109100";2.95134208;3.01334208;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 46, 6.200000 В";"46";"";"1919.625000";"895.625000";"1";"5.998285";"5.987312";"0.010973";"0.176980";"0.182932";5.9672848;6.0292848;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 46: контактный сигнал при 6.200000 В";"46";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 47, 0.000000 В";"47";"";"103.750000";"103.750000";"0";"-0.164592";"-0.165100";"0.000508";"0.008200";"0.308892";-0.19559184;-0.13359184;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 47: контактный сигнал при 0.000000 В";"47";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 47, 3.100000 В";"47";"";"1519.750000";"495.750000";"1";"2.884739";"2.880514";"0.004225";"0.068152";"0.146475";2.8537392;2.9157392;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 47, 6.200000 В";"47";"";"1910.312500";"886.312500";"1";"5.930816";"5.914959";"0.015857";"0.255754";"0.267362";5.899816;5.961816;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 47: контактный сигнал при 6.200000 В";"47";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 48, 0.000000 В";"48";"";"112.812500";"112.812500";"0";"-0.095781";"-0.094690";"0.001091";"0.017598";"1.139159";-0.1267809472;-0.0647809472;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 48: контактный сигнал при 0.000000 В";"48";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 48, 3.100000 В";"48";"";"1527.000000";"503.000000";"1";"2.940463";"2.936842";"0.003621";"0.058402";"0.123142";2.90946304;2.97146304;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 48, 6.200000 В";"48";"";"1917.312500";"893.312500";"1";"5.985356";"5.969345";"0.016010";"0.258230";"0.267491";5.95435552;6.01635552;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 48: контактный сигнал при 6.200000 В";"48";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 49, 0.000000 В";"49";"";"114.250000";"114.250000";"0";"-0.082021";"-0.083521";"0.001500";"0.024202";"1.829410";-0.1130208064;-0.0510208064;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 49: контактный сигнал при 0.000000 В";"49";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 49, 3.100000 В";"49";"";"1527.500000";"503.500000";"1";"2.946694";"2.940727";"0.005968";"0.096251";"0.202518";2.9156944;2.9776944;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 49, 6.200000 В";"49";"";"1915.187500";"891.187500";"1";"5.965404";"5.952835";"0.012568";"0.202715";"0.210687";5.93440352;5.99640352;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 49: контактный сигнал при 6.200000 В";"49";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 50, 0.000000 В";"50";"";"120.437500";"120.437500";"0";"-0.030467";"-0.035448";"0.004981";"0.080343";"16.349877";-0.0614667232;0.000533276799999999;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 50: контактный сигнал при 0.000000 В";"50";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 50, 3.100000 В";"50";"";"1531.250000";"507.250000";"1";"2.974888";"2.969862";"0.005026";"0.081057";"0.168932";2.94388768;3.00588768;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 50, 6.200000 В";"50";"";"1918.187500";"894.187500";"1";"5.994825";"5.976143";"0.018681";"0.301314";"0.311627";5.96382496;6.02582496;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 50: контактный сигнал при 6.200000 В";"50";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 51, 0.000000 В";"51";"";"113.437500";"113.437500";"0";"-0.087447";"-0.089834";"0.002387";"0.038493";"2.729170";-0.1184473728;-0.0564473728;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 51: контактный сигнал при 0.000000 В";"51";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 51, 3.100000 В";"51";"";"1529.687500";"505.687500";"1";"2.962068";"2.957722";"0.004345";"0.070082";"0.146691";2.93106752;2.99306752;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 51, 6.200000 В";"51";"";"1919.187500";"895.187500";"1";"6.000970";"5.983913";"0.017057";"0.275118";"0.284243";5.96997024;6.03197024;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 51: контактный сигнал при 6.200000 В";"51";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 52, 0.000000 В";"52";"";"115.312500";"115.312500";"0";"-0.072875";"-0.075266";"0.002391";"0.038562";"3.280686";-0.1038754752;-0.0418754752;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 52: контактный сигнал при 0.000000 В";"52";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 52, 3.100000 В";"52";"";"1528.562500";"504.562500";"1";"2.956758";"2.948982";"0.007776";"0.125423";"0.262999";2.92575808;2.98775808;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 52, 6.200000 В";"52";"";"1918.562500";"894.562500";"1";"5.996914";"5.979057";"0.017857";"0.288015";"0.297768";5.96591392;6.02791392;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 52: контактный сигнал при 6.200000 В";"52";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 53, 0.000000 В";"53";"";"116.000000";"116.000000";"0";"-0.069044";"-0.069925";"0.000881";"0.014206";"1.275669";-0.1000440384;-0.0380440384;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 53: контактный сигнал при 0.000000 В";"53";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 53, 3.100000 В";"53";"";"1531.875000";"507.875000";"1";"2.976965";"2.974718";"0.002247";"0.036243";"0.075482";2.94596512;3.00796512;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 53, 6.200000 В";"53";"";"1920.312500";"896.312500";"1";"6.010161";"5.992654";"0.017507";"0.282373";"0.291292";5.97916064;6.04116064;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 53: контактный сигнал при 6.200000 В";"53";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 54, 0.000000 В";"54";"";"117.812500";"117.812500";"0";"-0.055310";"-0.055843";"0.000532";"0.008589";"0.962748";-0.0863102336;-0.0243102336;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 54: контактный сигнал при 0.000000 В";"54";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 54, 3.100000 В";"54";"";"1527.812500";"503.812500";"1";"2.948722";"2.943155";"0.005567";"0.089788";"0.188788";2.9177216;2.9797216;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 54, 6.200000 В";"54";"";"1913.562500";"889.562500";"1";"5.958701";"5.940210";"0.018491";"0.298240";"0.310318";5.9277008;5.9897008;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 54: контактный сигнал при 6.200000 В";"54";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 55, 0.000000 В";"55";"";"130.937500";"130.937500";"0";"0.048877";"0.046131";"0.002747";"0.044299";"5.619199";0.0178774752;0.0798774752;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 55: контактный сигнал при 0.000000 В";"55";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 55, 3.100000 В";"55";"";"1546.187500";"522.187500";"1";"3.090213";"3.085918";"0.004295";"0.069277";"0.138994";3.05921312;3.12121312;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 55, 6.200000 В";"55";"";"1935.125000";"911.125000";"1";"6.122349";"6.107738";"0.014611";"0.235657";"0.238645";6.0913488;6.1533488;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 55: контактный сигнал при 6.200000 В";"55";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 56, 0.000000 В";"56";"";"117.437500";"117.437500";"0";"-0.055078";"-0.058756";"0.003678";"0.059329";"6.678526";-0.0860778752;-0.0240778752;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 56: контактный сигнал при 0.000000 В";"56";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 56, 3.100000 В";"56";"";"1529.625000";"505.625000";"1";"2.964772";"2.957237";"0.007535";"0.121537";"0.254162";2.93377216;2.99577216;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 56, 6.200000 В";"56";"";"1918.062500";"894.062500";"1";"5.992525";"5.975172";"0.017352";"0.279879";"0.289569";5.9615248;6.0235248;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 56: контактный сигнал при 6.200000 В";"56";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 57, 0.000000 В";"57";"";"119.500000";"119.500000";"0";"-0.041093";"-0.042732";"0.001639";"0.026428";"3.987382";-0.0720932832;-0.0100932832;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 57: контактный сигнал при 0.000000 В";"57";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 57, 3.100000 В";"57";"";"1533.687500";"509.687500";"1";"2.993186";"2.988800";"0.004385";"0.070733";"0.146515";2.9621856;3.0241856;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 57, 6.200000 В";"57";"";"1922.437500";"898.437500";"1";"6.026100";"6.009164";"0.016936";"0.273166";"0.281049";5.99509984;6.05709984;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 57: контактный сигнал при 6.200000 В";"57";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 58, 0.000000 В";"58";"";"112.437500";"112.437500";"0";"-0.096744";"-0.097603";"0.000859";"0.013858";"0.888080";-0.1277442176;-0.0657442176;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 58: контактный сигнал при 0.000000 В";"58";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 58, 3.100000 В";"58";"";"1528.000000";"504.000000";"1";"2.947532";"2.944612";"0.002920";"0.047097";"0.099066";2.91653152;2.97853152;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 58, 6.200000 В";"58";"";"1918.125000";"894.125000";"1";"5.993082";"5.975658";"0.017424";"0.281028";"0.290730";5.9620816;6.0240816;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 58: контактный сигнал при 6.200000 В";"58";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 59, 0.000000 В";"59";"";"118.500000";"118.500000";"0";"-0.048407";"-0.050501";"0.002094";"0.033777";"4.326119";-0.079407104;-0.017407104;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 59: контактный сигнал при 0.000000 В";"59";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 59, 3.100000 В";"59";"";"1531.625000";"507.625000";"1";"2.978306";"2.972776";"0.005530";"0.089192";"0.185673";2.9473056;3.0093056;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 59, 6.200000 В";"59";"";"1920.125000";"896.125000";"1";"6.010625";"5.991197";"0.019429";"0.313364";"0.323237";5.97962528;6.04162528;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 59: контактный сигнал при 6.200000 В";"59";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 60, 0.000000 В";"60";"";"119.750000";"119.750000";"0";"-0.040407";"-0.040789";"0.000382";"0.006164";"0.945814";-0.071407296;-0.009407296;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 60: контактный сигнал при 0.000000 В";"60";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 60, 3.100000 В";"60";"";"1531.625000";"507.625000";"1";"2.977516";"2.972776";"0.004740";"0.076454";"0.159198";2.94651584;3.00851584;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 60, 6.200000 В";"60";"";"1919.062500";"895.062500";"1";"6.001560";"5.982942";"0.018619";"0.300300";"0.310229";5.97056032;6.03256032;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 60: контактный сигнал при 6.200000 В";"60";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 61, 0.000000 В";"61";"";"121.812500";"121.812500";"0";"-0.022180";"-0.024765";"0.002585";"0.041694";"11.654725";-0.0531800176;0.0088199824;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 61: контактный сигнал при 0.000000 В";"61";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 61, 3.100000 В";"61";"";"1534.437500";"510.437500";"1";"2.999718";"2.994627";"0.005091";"0.082111";"0.169712";2.96871808;3.03071808;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 61, 6.200000 В";"61";"";"1923.312500";"899.312500";"1";"6.037099";"6.015962";"0.021137";"0.340921";"0.350120";6.00609888;6.06809888;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 61: контактный сигнал при 6.200000 В";"61";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 62, 0.000000 В";"62";"";"116.687500";"116.687500";"0";"-0.061939";"-0.064583";"0.002645";"0.042658";"4.269995";-0.09293856;-0.03093856;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 62: контактный сигнал при 0.000000 В";"62";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 62, 3.100000 В";"62";"";"1532.062500";"508.062500";"1";"2.980445";"2.976175";"0.004270";"0.068876";"0.143278";2.94944512;3.01144512;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 62, 6.200000 В";"62";"";"1923.062500";"899.062500";"1";"6.028936";"6.014019";"0.014917";"0.240595";"0.247422";5.99793632;6.05993632;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 62: контактный сигнал при 6.200000 В";"62";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 63, 0.000000 В";"63";"";"129.875000";"129.875000";"0";"0.041301";"0.037876";"0.003425";"0.055236";"8.292024";0.0103005952;0.0723005952;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 63: контактный сигнал при 0.000000 В";"63";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 63, 3.100000 В";"63";"";"1543.312500";"519.312500";"1";"3.068393";"3.063581";"0.004812";"0.077610";"0.156819";3.03739264;3.09939264;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 63, 6.200000 В";"63";"";"1931.937500";"907.937500";"1";"6.098637";"6.082973";"0.015664";"0.252641";"0.256840";6.0676368;6.1296368;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 63: контактный сигнал при 6.200000 В";"63";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 64, 0.000000 В";"64";"";"110.750000";"110.750000";"0";"-0.109929";"-0.110714";"0.000785";"0.012659";"0.713991";-0.1409294;-0.0789294;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 64: контактный сигнал при 0.000000 В";"64";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 64, 3.100000 В";"64";"";"1523.125000";"499.125000";"1";"2.913503";"2.906736";"0.006767";"0.109147";"0.232268";2.88250272;2.94450272;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 64, 6.200000 В";"64";"";"1912.687500";"888.687500";"1";"5.950845";"5.933412";"0.017433";"0.281180";"0.292952";5.9198448;5.9818448;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 64: контактный сигнал при 6.200000 В";"64";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 65, 0.000000 В";"65";"";"115.062500";"115.062500";"0";"-0.075577";"-0.077209";"0.001632";"0.026318";"2.159017";-0.106576928;-0.044576928;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 65: контактный сигнал при 0.000000 В";"65";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 65, 3.100000 В";"65";"";"1532.000000";"508.000000";"1";"2.978671";"2.975689";"0.002982";"0.048094";"0.100106";2.94767104;3.00967104;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 65, 6.200000 В";"65";"";"1924.187500";"900.187500";"1";"6.040771";"6.022760";"0.018011";"0.290492";"0.298150";6.00977056;6.07177056;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 65: контактный сигнал при 6.200000 В";"65";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 66, 0.000000 В";"66";"";"116.625000";"116.625000";"0";"-0.063618";"-0.065069";"0.001451";"0.023405";"2.280972";-0.0946178176;-0.0326178176;"НОРМА";""
