Этап;Пункт ТУ;Параметр;Адрес УЛК;Код ИСД;Raw;Код ЯЛК;Сигнал;В7, В;ЯЛК, В;Абсолютная погрешность, В;Приведённая погрешность, %;Относительная погрешность, %;Нижний допуск;Верхний допуск;Итог;Сообщение
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 83: контактный сигнал при 0.000000 В";"83";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 83, 3.100000 В";"83";"";"1540.687500";"516.687500";"1";"3.051714";"3.043186";"0.008528";"0.137551";"0.279454";3.02071424;3.08271424;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 83, 6.200000 В";"83";"";"1931.562500";"907.562500";"1";"6.100284";"6.080060";"0.020225";"0.326204";"0.331536";6.06928416;6.13128416;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 83: контактный сигнал при 6.200000 В";"83";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 84, 0.000000 В";"84";"";"107.375000";"107.375000";"0";"-0.134885";"-0.136936";"0.002051";"0.033078";"1.520447";-0.165885232;-0.103885232;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 84: контактный сигнал при 0.000000 В";"84";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 84, 3.100000 В";"84";"";"1522.187500";"498.187500";"1";"2.904992";"2.899452";"0.005540";"0.089354";"0.190704";2.87399168;2.93599168;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 84, 6.200000 В";"84";"";"1911.500000";"887.500000";"1";"5.941327";"5.924185";"0.017141";"0.276472";"0.288509";5.91032672;5.97232672;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 84: контактный сигнал при 6.200000 В";"84";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 85, 0.000000 В";"85";"";"119.500000";"119.500000";"0";"-0.040311";"-0.042732";"0.002421";"0.039044";"6.005125";-0.0713110976;-0.0093110976;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 85: контактный сигнал при 0.000000 В";"85";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 85, 3.100000 В";"85";"";"1534.750000";"510.750000";"1";"3.000507";"2.997055";"0.003451";"0.055668";"0.115028";2.96950656;3.03150656;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 85, 6.200000 В";"85";"";"1925.875000";"901.875000";"1";"6.055317";"6.035871";"0.019446";"0.313648";"0.321142";6.02431712;6.08631712;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 85: контактный сигнал при 6.200000 В";"85";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 86, 0.000000 В";"86";"";"121.000000";"121.000000";"0";"-0.029682";"-0.031078";"0.001396";"0.022508";"4.701547";-0.0606821728;0.0013178272;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 86: контактный сигнал при 0.000000 В";"86";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 86, 3.100000 В";"86";"";"1534.812500";"510.812500";"1";"3.000257";"2.997541";"0.002716";"0.043810";"0.090533";2.96925696;3.03125696;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 86, 6.200000 В";"86";"";"1923.875000";"899.875000";"1";"6.041666";"6.020332";"0.021334";"0.344094";"0.353112";6.01066592;6.07266592;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 86: контактный сигнал при 6.200000 В";"86";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 87, 0.000000 В";"87";"";"118.312500";"118.312500";"0";"-0.048370";"-0.051958";"0.003588";"0.057865";"7.416953";-0.0793704096;-0.0173704096;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 87: контактный сигнал при 0.000000 В";"87";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 87, 3.100000 В";"87";"";"1529.562500";"505.562500";"1";"2.965345";"2.956751";"0.008594";"0.138613";"0.289815";2.93434528;2.99634528;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 87, 6.200000 В";"87";"";"1917.812500";"893.812500";"1";"5.993204";"5.973230";"0.019974";"0.322160";"0.333276";5.96220384;6.02420384;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 87: контактный сигнал при 6.200000 В";"87";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"Контактные каналы ЯЛК, прошедшие состояния 0 и 1";"";"";"";"";"";"";"";"";"";"";80;80;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 1, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 2, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 3, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 4, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 5, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 6, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 7, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 8, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 9, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 10, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 11, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 12, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 13, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 14, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 15, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 16, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 17, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 18, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 19, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 20, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 21, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 22, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 23, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 24, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 25, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 26, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 27, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 28, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 29, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 30, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 31, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 32, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 33, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 34, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 35, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 36, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 37, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 38, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 39, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 40, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 41, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 42, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 43, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 44, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 45, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 46, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 47, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 48, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 49, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 50, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 51, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 52, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 53, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 54, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 55, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 56, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 57, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 58, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 59, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 60, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 61, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 62, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 63, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 64, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 65, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 66, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 67, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 68, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 69, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 70, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 71, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 72, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 73, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 74, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 75, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 76, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 77, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 78, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 79, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 80, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 81, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 82, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 83, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 84, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 85, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 86, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 87, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 88, перегрузка +12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 1, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 2, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 3, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 4, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 5, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 6, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 7, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 8, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 9, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 10, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 11, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 12, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 13, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 14, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 15, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 16, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
"Устойчивость остальных каналов при перегрузке ±12 В";"1.1.4.10, 1.1.4.11";"ЯЛК канал 17, перегрузка -12 В";"";"";"";"";"";"";"";"";"";"";0;0.031;"НОРМА";""
